"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[W]"     ,     "rms[k]"     ,     "rms[w]"     ,  "Avg_Massflow"  ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)"
         176,      -6.974321954,      -6.678307856,      -5.557974709,      -4.511256966,      -7.361414638,      -3.240656818,     -0.0153875821,        0.04454960181,        -0.05993718391
         177,      -6.978570552,      -6.673432691,       -5.56337344,      -4.504344932,      -7.363423607,      -3.288024806,    -0.01531808222,        0.04457494981,        -0.05989303203
         178,      -6.980068495,      -6.668836684,      -5.564374882,      -4.492651963,      -7.334921678,      -3.339040866,    -0.01525836578,        0.04459122068,        -0.05984958646
         179,      -6.989698081,      -6.665999788,      -5.575018646,      -4.493215051,      -7.285411181,      -3.359354042,    -0.01520286677,        0.04460474305,        -0.05980760981
         180,       -6.99596517,      -6.662171804,       -5.58046691,      -4.487539745,      -7.228737568,      -3.351521569,    -0.01515852895,        0.04460943725,         -0.0597679662
         181,      -7.009251823,      -6.660536749,      -5.594360894,      -4.493979591,      -7.173164395,      -3.314689723,     -0.0151234271,        0.04460769307,        -0.05973112017
         182,      -7.022254997,      -6.657898104,      -5.607129061,      -4.499320622,      -7.122280737,      -3.250781943,    -0.01509815655,        0.04459912501,        -0.05969728156
         183,      -7.036148479,      -6.655989872,      -5.620544658,      -4.509610532,      -7.078448022,      -3.190976457,     -0.0150898102,        0.04457676054,        -0.05966657075
         184,      -7.057576637,      -6.655499681,      -5.642981339,       -4.52923717,      -7.039820187,      -3.127135072,    -0.01508950269,        0.04454901645,        -0.05963851914
         185,      -7.069161927,      -6.652221288,      -5.652173449,      -4.544554548,      -7.008446066,      -3.073313853,    -0.01511386457,        0.04449905474,        -0.05961291931
         186,      -7.097076346,      -6.654488117,      -5.682150313,      -4.577228939,      -6.981583904,      -3.031295862,    -0.01515067057,        0.04443823867,        -0.05958890924
         187,      -7.106891968,      -6.651517193,      -5.688520463,      -4.616183831,      -6.960469952,      -2.986499463,    -0.01521433511,        0.04435164468,        -0.05956597979
         188,      -7.129555973,      -6.654613242,      -5.712262869,      -4.676032015,      -6.944693433,      -2.966427633,    -0.01530102481,        0.04424233892,        -0.05954336373
         189,       -7.14214274,      -6.655700221,      -5.723711213,       -4.69666109,      -6.931954547,      -2.942858929,    -0.01540705571,        0.04411305914,        -0.05952011485
         190,      -7.135718374,       -6.65422425,      -5.712947322,      -4.698959582,      -6.925691132,      -2.914508767,    -0.01553421571,        0.04396174508,        -0.05949596079
         191,      -7.156083308,      -6.661268332,      -5.737827291,      -4.739247321,      -6.921578962,      -2.911771797,    -0.01566703769,        0.04380240521,         -0.0594694429
         192,      -7.128492937,      -6.654015021,      -5.703396531,      -4.710524823,      -6.922242734,      -2.891285916,    -0.01578642256,        0.04365402549,        -0.05944044805
         193,      -7.145791206,      -6.659944427,      -5.726276913,       -4.75280071,      -6.926683933,      -2.889348415,    -0.01587201715,        0.04353602497,        -0.05940804212
         194,       -7.14725476,      -6.650445586,      -5.728414965,      -4.742919624,      -6.932602936,      -2.879115852,    -0.01590418817,        0.04346715293,         -0.0593713411
         195,       -7.14757582,      -6.634908298,      -5.729789108,      -4.682386791,      -6.939907476,      -2.860955701,     -0.0158695313,        0.04346034571,        -0.05932987701
         196,      -7.162012325,      -6.611431595,      -5.749653079,      -4.779648686,      -6.945711316,      -2.868904262,    -0.01577060333,        0.04351129579,        -0.05928189911
         197,      -7.150675674,      -6.584604133,      -5.736866436,      -4.759780565,      -6.951832162,      -2.863401082,    -0.01562313322,        0.04360445909,        -0.05922759232
         198,       -7.16174377,      -6.556509733,      -5.751063672,      -4.767778424,      -6.959473209,      -2.858747364,    -0.01545762236,        0.04370901394,        -0.05916663631
         199,      -7.173795031,      -6.524821063,      -5.766611675,      -4.696089248,      -6.967861477,      -2.842846238,    -0.01530437259,        0.04379436422,        -0.05909873681
         200,      -7.180823816,       -6.48267007,      -5.777834005,      -4.770491089,      -6.974284912,       -2.85698716,    -0.01518474357,        0.04383796375,        -0.05902270732
         201,      -7.178038694,        -6.4396741,      -5.777480382,      -4.771604803,      -6.979595351,      -2.851226526,     -0.0151138929,        0.04382541845,        -0.05893931135
         202,      -7.192372869,      -6.399006088,      -5.796989093,      -4.795785226,      -6.983884662,      -2.845348139,    -0.01508370127,        0.04376534622,        -0.05884904748
         203,      -7.203642757,      -6.360063801,      -5.811642435,      -4.791785512,       -6.98802179,      -2.837588408,    -0.01507109379,        0.04368226755,        -0.05875336135
         204,      -7.218543958,      -6.321838921,      -5.830377373,      -4.666999592,       -6.99039149,      -2.830173325,    -0.01504553069,        0.04360690215,        -0.05865243284
         205,      -7.227965713,      -6.284046302,       -5.84484167,      -4.742271206,      -6.989649901,      -2.807998806,    -0.01497856806,        0.04356834468,        -0.05854691273
         206,      -7.236832715,      -6.247578974,      -5.859906854,      -4.897022629,      -6.985323912,      -2.798868368,    -0.01485540325,        0.04358269579,        -0.05843809904
         207,      -7.246050666,      -6.212764864,      -5.873538448,      -4.932272162,      -6.980804992,      -2.791744557,    -0.01468750781,        0.04364190852,        -0.05832941633
         208,      -7.265024515,      -6.182161155,      -5.895714632,      -4.731548278,      -6.975920807,      -2.768323709,    -0.01450573162,        0.04371732857,        -0.05822306018
         209,      -7.278927203,      -6.153596966,      -5.912405743,      -4.701917245,        -6.9670732,      -2.757314414,    -0.01434343157,        0.04377635673,        -0.05811978829
         210,      -7.277525645,      -6.125389401,      -5.914985719,      -4.881448566,      -6.955184453,       -2.74810609,    -0.01423189808,        0.04379004384,        -0.05802194192
         211,      -7.272762701,      -6.098490768,      -5.912791976,      -4.967788805,      -6.945326497,       -2.73432433,    -0.01417902932,          0.043753267,        -0.05793229632
         212,      -7.278788886,      -6.076764137,      -5.920640805,      -4.709396435,      -6.937376381,      -2.721469031,    -0.01415990445,        0.04369184228,        -0.05785174673
         213,      -7.285980332,      -6.058599467,      -5.929407315,      -4.637875902,      -6.926219905,      -2.700232905,    -0.01413756535,         0.0436418514,        -0.05777941675
         214,       -7.27848436,      -6.040217382,        -5.9226965,      -4.838542822,      -6.914219065,      -2.684644438,     -0.0140785592,        0.04363683855,        -0.05771539775
         215,      -7.269245145,      -6.023358154,      -5.912446943,      -4.934172859,      -6.906750512,      -2.684876965,    -0.01397775513,        0.04368011094,        -0.05765786607
         216,      -7.273925013,      -6.012488383,       -5.91581418,      -4.695116125,      -6.901958879,      -2.666440696,    -0.01386152817,        0.04374129444,        -0.05760282261
         217,      -7.280966095,       -6.00492134,      -5.923774306,      -4.678299997,      -6.894601771,       -2.66520366,    -0.01376187236,        0.04378273278,        -0.05754460515
         218,      -7.271434199,      -5.996605231,      -5.914428554,      -4.845571623,      -6.888231295,      -2.664272079,    -0.01370390379,        0.04377406997,        -0.05747797377
         219,      -7.263294153,      -5.990588234,      -5.904110362,      -5.015206984,      -6.886660987,      -2.661378185,    -0.01367274892,        0.04372497528,         -0.0573977242
         220,       -7.27370159,      -5.989830882,      -5.914432631,         -4.622712,      -6.885226607,      -2.660456244,    -0.01362270418,        0.04367344815,        -0.05729615233
         221,      -7.277064886,      -5.988811147,      -5.919683814,      -4.738227547,      -6.881903134,      -2.647016314,      -0.013507799,        0.04365690915,        -0.05716470815
         222,      -7.264735684,      -5.986300116,      -5.906682238,       -4.90055687,      -6.881128614,      -2.658531733,    -0.01331100565,        0.04368855285,        -0.05699955851
         223,      -7.264029342,      -5.987154686,       -5.90537711,      -4.771966714,      -6.882921717,      -2.655772242,    -0.01305410246,        0.04374364763,        -0.05679775009
         224,      -7.277206403,      -5.991083865,      -5.921501202,      -4.659156852,      -6.883371672,       -2.65976975,    -0.01276167435,        0.04378832182,        -0.05654999617
         225,      -7.275699316,      -5.993116595,      -5.922893008,      -4.858572828,      -6.883346461,      -2.667017419,    -0.01245860709,        0.04379390869,        -0.05625251578
         226,       -7.27078251,      -5.995832104,      -5.918121296,      -5.067601769,      -6.885713948,      -2.668739238,    -0.01214624808,        0.04376232807,        -0.05590857615
         227,      -7.285417541,      -6.003275653,      -5.934971805,      -4.679504686,      -6.888655451,        -2.6732353,    -0.01178956453,        0.04372447208,        -0.05551403661
         228,      -7.299379712,      -6.011268624,      -5.953799117,      -4.773560246,      -6.890389617,      -2.664407988,    -0.01135001688,        0.04371187816,        -0.05506189504
         229,       -7.30008734,      -6.018413535,      -5.957796002,      -4.969011117,      -6.893427859,      -2.677190736,    -0.01082185874,        0.04373586771,        -0.05455772645
         230,       -7.31081434,      -6.028839979,      -5.970926461,      -4.853635098,      -6.899190884,      -2.675729824,    -0.01022980847,        0.04377760166,        -0.05400741013
         231,      -7.338942914,      -6.042987325,      -6.003778572,      -4.736627219,      -6.905070653,      -2.681897291,    -0.00959342796,        0.04380985066,        -0.05340327862
         232,       -7.35383703,      -6.056326804,      -6.021028244,      -4.958840653,      -6.912339632,       -2.69302657,   -0.008947431668,        0.04380679093,         -0.0527542226
         233,      -7.366472666,      -6.071439767,      -6.032594049,      -5.207367975,      -6.923481395,      -2.699261378,   -0.008303713283,        0.04376819626,        -0.05207190955
         234,      -7.400988193,      -6.090868613,      -6.067006351,      -4.790246095,      -6.936631007,      -2.707280761,   -0.007632130022,        0.04372104318,         -0.0513531732
         235,      -7.438480615,      -6.111259786,        -6.1075984,       -4.93357948,      -6.949912528,      -2.706673953,   -0.006899302111,        0.04369427701,        -0.05059357912
         236,      -7.468391814,      -6.132940314,      -6.139118148,      -5.156897331,      -6.965926793,      -2.721290498,   -0.006106724387,        0.04369979946,        -0.04980652385
         237,      -7.519355948,      -6.158551019,      -6.190456449,      -4.948706719,      -6.984837872,       -2.72139963,   -0.005274823916,        0.04372283865,        -0.04899766256
         238,      -7.594258824,      -6.186369148,      -6.271270743,      -4.960162097,      -7.003703885,      -2.732514905,   -0.004421994725,        0.04373700302,        -0.04815899774
         239,      -7.667854007,      -6.216357641,      -6.355138493,      -5.205777782,      -7.024402778,      -2.741736168,    -0.00358331451,        0.04372004478,        -0.04730335929
         240,      -7.761176945,       -6.24964329,      -6.460215511,      -5.162786718,      -7.048109658,      -2.750840129,   -0.002761365086,        0.04367779195,        -0.04643915703
         241,      -7.866349916,      -6.283269582,      -6.588344692,      -5.103035339,       -7.07268462,      -2.762751516,   -0.001932548915,        0.04363928127,        -0.04557183019
         242,      -7.891716989,      -6.318316094,      -6.627821193,      -5.384963168,      -7.099848349,      -2.786044095,   -0.001097717871,        0.04363456754,        -0.04473228541
         243,      -7.840960075,      -6.352751764,      -6.557690457,      -5.434090319,      -7.131164798,      -2.814787694,  -0.0002824483181,        0.04366438881,        -0.04394683713
         244,      -7.767169429,      -6.384212725,      -6.462861289,      -5.212354683,      -7.165384665,      -2.845053877,   0.0004752148789,        0.04370236698,         -0.0432271521
         245,      -7.691067299,      -6.413083782,      -6.376731781,      -5.415658269,      -7.201970589,      -2.875272037,     0.00114404473,        0.04372025575,        -0.04257621102
         246,      -7.630621827,      -6.438113119,      -6.310750284,      -5.557356644,       -7.24022535,      -2.903009298,    0.001711169026,        0.04370951203,        -0.04199834301
         247,      -7.591069582,      -6.461608717,       -6.26779995,      -5.508554976,       -7.27891977,      -2.928476725,      0.0021877706,        0.04368366582,        -0.04149589522
         248,      -7.565725947,      -6.484318474,      -6.241046675,      -5.301804359,      -7.316341797,      -2.950780575,    0.002596461485,        0.04366293499,        -0.04106647351
         249,      -7.545853654,       -6.50266252,      -6.220754544,       -5.36177053,      -7.351067884,      -2.969002475,     0.00295455021,        0.04366062356,        -0.04070607335
         250,      -7.527841998,      -6.514220304,      -6.202047118,      -5.584787522,      -7.382995212,      -2.986779982,     0.00326511677,        0.04367660572,        -0.04041148895
         251,      -7.516045316,      -6.522967694,      -6.189970492,      -5.723906902,      -7.412003464,      -3.003856448,    0.003521660287,        0.04369892002,        -0.04017725974
         252,      -7.509952817,      -6.530293122,      -6.184163245,      -5.753178532,      -7.438120373,      -3.019344928,    0.003716772863,        0.04371283781,        -0.03999606494
         253,      -7.507819987,      -6.536086685,      -6.182673587,       -5.63904638,      -7.461613844,      -3.033556521,    0.003850927194,        0.04371016482,        -0.03985923763
         254,      -7.508395238,      -6.540986687,      -6.184170151,      -5.480134778,      -7.482848372,      -3.046750346,    0.003936095029,        0.04369339752,        -0.03975730249
         255,      -7.509639227,       -6.54486581,      -6.186494637,      -5.458582103,      -7.502094095,      -3.060310143,    0.003992305915,        0.04367304913,        -0.03968074321
         256,      -7.509664767,      -6.546811166,      -6.187549256,      -5.547946205,       -7.51976188,      -3.072774914,    0.004039890627,        0.04366080903,         -0.0396209184
         257,      -7.509447321,      -6.547872742,      -6.188443091,       -5.69743357,      -7.536098833,      -3.084810349,    0.004091888331,         0.0436625298,        -0.03957064147
         258,      -7.509300312,      -6.548664563,       -6.18945535,      -5.751129844,      -7.551502541,      -3.096564123,     0.00415057516,         0.0436752219,        -0.03952464674
         259,      -7.510130345,      -6.550172204,      -6.191704003,      -5.802779122,      -7.566158014,      -3.107936769,    0.004210167417,        0.04368982785,        -0.03947966043
         260,      -7.511918216,      -6.552188167,      -6.195108848,      -5.731873096,      -7.580141294,      -3.118974924,     0.00426329466,         0.0436974539,        -0.03943415924
         261,      -7.515013319,      -6.554928773,      -6.200051798,      -5.525558062,      -7.593324265,      -3.129566674,    0.004306941328,        0.04369479298,        -0.03938785165
         262,      -7.518556691,      -6.557962483,      -6.205532065,      -5.447557049,      -7.605350158,      -3.139485908,     0.00434435009,        0.04368541744,        -0.03934106735
         263,      -7.520820922,      -6.560081916,       -6.20953741,      -5.480692594,      -7.615935644,      -3.148145892,    0.004382501297,         0.0436768325,        -0.03929433121
         264,      -7.521730248,      -6.561159559,      -6.211934901,      -5.616980781,      -7.624874181,      -3.156834358,    0.004427525013,        0.04367559069,        -0.03924806567
         265,      -7.522155558,      -6.561780967,      -6.213649347,       -5.72866228,      -7.632319526,      -3.165714744,    0.004480835092,        0.04368327646,        -0.03920244137
         266,      -7.523762717,      -6.563321714,      -6.216689557,      -5.792214553,      -7.638306162,      -3.173991068,    0.004538630298,        0.04369592562,        -0.03915729532
         267,      -7.526327631,      -6.565538779,      -6.220724044,      -5.844387495,      -7.643126704,      -3.181842091,     0.00459468127,        0.04370694704,        -0.03911226577
         268,      -7.530382055,      -6.568775079,      -6.226380047,      -5.607373952,      -7.646945612,      -3.188888627,    0.004644507577,        0.04371142028,         -0.0390669127
         269,      -7.535619067,      -6.572763725,      -6.233236505,      -5.457969424,       -7.64965959,      -3.194605111,    0.004688001227,        0.04370880347,        -0.03902080224
         270,      -7.540735207,      -6.576508369,      -6.239760075,      -5.438689964,       -7.65091705,      -3.202258647,    0.004729015734,        0.04370259305,        -0.03897357732
         271,      -7.544286462,       -6.57889005,      -6.244224991,      -5.534353094,      -7.650592751,      -3.207744184,    0.004772597007,        0.04369767112,        -0.03892507411
         272,      -7.546522218,      -6.580192134,      -6.246933529,      -5.669666769,      -7.649269457,      -3.213198163,    0.004821653559,        0.04369704608,        -0.03887539252
         273,      -7.549657388,      -6.582423364,      -6.250736497,        -5.7048658,      -7.647386237,      -3.218753815,    0.004875286423,        0.04370003878,        -0.03882475236
         274,      -7.553381963,      -6.585645712,      -6.255278803,      -5.796340487,      -7.645736241,      -3.224765848,    0.004929463315,        0.04370293114,        -0.03877346782
         275,      -7.557934485,      -6.590256853,       -6.26087276,      -5.659748967,      -7.644972989,      -3.231468553,    0.004979825865,        0.04370168099,        -0.03872185512
         276,      -7.563287209,      -6.596351381,       -6.26746955,       -5.45383471,      -7.645214772,      -3.238647255,    0.005024561708,        0.04369466172,        -0.03867010001
         277,      -7.568239234,      -6.603089859,      -6.273723769,      -5.399433652,       -7.64588216,      -3.245846331,    0.005065336414,          0.043683494,        -0.03861815758
         278,       -7.57038091,      -6.608607753,      -6.276749774,      -5.471410357,      -7.646710202,      -3.251582233,    0.005105903192,        0.04367183515,        -0.03856593195
         279,      -7.569916966,      -6.612950217,      -6.276710578,      -5.643774855,      -7.648273313,      -3.260599997,    0.005149751833,        0.04366317521,        -0.03851342337
         280,      -7.570072214,      -6.618556456,      -6.277612969,      -5.701133973,      -7.650688789,       -3.27061165,    0.005198126151,        0.04365874096,        -0.03846061481
         281,      -7.571429735,      -6.625765844,      -6.280059385,      -5.770448654,      -7.654055317,      -3.280939196,    0.005249565419,        0.04365707541,        -0.03840750999
         282,       -7.57429019,       -6.63456557,      -6.284307869,      -5.778306257,      -7.658313718,      -3.291327964,    0.005301313492,        0.04365545202,        -0.03835413853
         283,       -7.57898671,      -6.644876364,      -6.290716563,      -5.515649874,      -7.663069908,      -3.300317493,    0.005351424284,        0.04365190553,        -0.03830048124
         284,      -7.585029267,      -6.656000235,      -6.298744736,      -5.419715907,      -7.667297318,      -3.309462326,    0.005400047827,        0.04364637884,        -0.03824633102
         285,      -7.590051823,      -6.665736844,       -6.30546359,      -5.447079278,      -7.670049435,      -3.320743342,    0.005449212995,         0.0436405795,        -0.03819136651
         286,      -7.593537264,      -6.673569013,      -6.310169016,      -5.558206437,      -7.671390602,      -3.329651854,    0.005501420309,        0.04363687083,        -0.03813545052
         287,      -7.597487799,      -6.681336621,      -6.315431942,      -5.667043624,      -7.671494952,      -3.338226402,     0.00555820422,        0.04363663614,        -0.03807843192
         288,      -7.602954117,      -6.690226362,      -6.322661937,      -5.675799012,      -7.670495384,      -3.346430583,    0.005619220198,          0.043639407,         -0.0380201868
         289,      -7.609269326,       -6.69992748,      -6.331031008,      -5.710425807,      -7.668668814,      -3.354137177,     0.00568264921,        0.04364331621,          -0.037960667
         290,      -7.616224139,       -6.71045035,      -6.340365502,       -5.76661797,      -7.666372149,      -3.361512464,    0.005746421817,        0.04364633985,        -0.03789991804
         291,      -7.623597521,       -6.72178726,      -6.350431852,      -5.658902893,      -7.664054589,      -3.368761703,    0.005809419869,        0.04364749465,        -0.03783807478
         292,      -7.631295555,      -6.734057496,      -6.361209265,      -5.514003181,      -7.661653102,      -3.375348753,    0.005871989065,        0.04364720667,         -0.0377752176
         293,      -7.637657344,      -6.746023791,      -6.370517043,      -5.482480859,      -7.658777722,      -3.380863122,    0.005935444238,        0.04364682364,         -0.0377113794
         294,      -7.641347722,      -6.756757281,      -6.376586328,      -5.533796739,      -7.655414664,      -3.385677558,    0.006001009655,        0.04364771483,        -0.03764670518
         295,      -7.643472646,      -6.767337753,      -6.380828975,      -5.619689856,      -7.651672796,      -3.389544913,    0.006068941522,        0.04365036415,        -0.03758142263
         296,      -7.644902373,      -6.778577622,      -6.384284316,      -5.593067396,      -7.647796176,       -3.39305323,     0.00613823378,        0.04365410765,        -0.03751587387
         297,       -7.64653095,      -6.791251938,      -6.388212055,      -5.569898336,      -7.643724439,      -3.396601887,    0.006207141655,         0.0436576038,        -0.03745046215
         298,      -7.647584002,      -6.804629192,      -6.391391267,      -5.548687514,      -7.639438974,      -3.399352932,    0.006274106274,        0.04365968474,        -0.03738557847
         299,      -7.648752818,      -6.819265296,      -6.394876945,      -5.530810345,      -7.635240096,       -3.40230234,    0.006338142513,        0.04365997944,        -0.03732183693
         300,      -7.649660821,      -6.834866869,      -6.398088627,       -5.51561887,      -7.631382252,      -3.404815415,    0.006399213499,        0.04365903303,        -0.03725981953
         301,      -7.650678116,      -6.851834165,      -6.398924928,      -5.503614626,      -7.628228803,      -3.408845664,    0.006457391392,        0.04365783454,        -0.03720044315
         302,      -7.649905344,      -6.868975862,      -6.397426364,      -5.491784037,      -7.624795904,      -3.413818748,    0.006513284972,        0.04365719622,        -0.03714391125
         303,      -7.646439164,      -6.886144427,      -6.392582361,      -5.480216931,      -7.621085482,      -3.418163576,    0.006566824738,        0.04365731158,        -0.03709048684
         304,      -7.641125739,      -6.904512672,      -6.385723161,      -5.470059594,      -7.617164831,      -3.421672428,    0.006617268695,        0.04365770377,        -0.03704043508
         305,      -7.634014027,      -6.924485017,      -6.376861628,      -5.460588685,      -7.613453468,      -3.425713432,     0.00666361831,        0.04365762718,        -0.03699400887
         306,       -7.62662932,      -6.947025824,      -6.368106128,       -5.45425382,      -7.610370493,      -3.431199027,    0.006705070316,        0.04365657067,        -0.03695150036
         307,      -7.618014002,       -6.97107115,      -6.358028815,      -5.422647992,      -7.608120415,      -3.436995755,    0.006741677051,        0.04365459312,        -0.03691291607
         308,      -7.609080277,      -6.996578459,      -6.347882278,      -5.391176437,      -7.606905933,      -3.443352704,    0.006774027156,        0.04365221591,        -0.03687818875
         309,      -7.599859835,      -7.022826408,      -6.337594485,      -5.364860581,      -7.607003834,      -3.450587859,    0.006802897291,        0.04365005642,        -0.03684715912
         310,      -7.591472559,       -7.04950285,      -6.328529086,      -5.344767532,      -7.608397811,      -3.458215479,    0.006828879678,        0.04364842187,        -0.03681954219
         311,      -7.583656395,      -7.075524704,       -6.32016739,      -5.329713525,      -7.610895567,      -3.465830405,    0.006852244976,        0.04364719474,        -0.03679494976
         312,      -7.576112447,      -7.099895967,      -6.312255556,      -5.318626725,      -7.613987772,      -3.472535496,    0.006873068753,        0.04364598071,        -0.03677291195
         313,      -7.567428536,      -7.121832498,      -6.302999603,      -5.308945053,      -7.617132144,      -3.478159484,    0.006891483692,        0.04364441475,        -0.03675293106
         314,      -7.556982135,      -7.141483515,      -6.291474717,      -5.299449591,      -7.620421801,      -3.482094396,    0.006907911049,        0.04364246047,        -0.03673454942
         315,      -7.547638149,      -7.158357247,      -6.281347704,      -5.294224024,      -7.623695161,      -3.486605429,    0.006922971273,        0.04364028567,         -0.0367173144
         316,      -7.538715016,      -7.172220677,      -6.271600116,       -5.28588687,      -7.627118207,      -3.491433692,    0.006937329614,        0.04363815985,        -0.03670083023
         317,      -7.531365026,      -7.183007382,       -6.26377867,      -5.263505511,      -7.630556789,      -3.494723668,      0.0069514149,        0.04363615489,        -0.03668473999
         318,      -7.524142952,      -7.191493922,      -6.255941252,      -5.243960146,      -7.634226638,      -3.497802837,     0.00696543672,        0.04363420461,        -0.03666876789
         319,      -7.518486187,      -7.197964454,      -6.249996647,      -5.229424265,      -7.638106381,      -3.499700109,    0.006979425951,        0.04363212164,        -0.03665269569
         320,      -7.513457981,      -7.203047193,      -6.244655504,      -5.218275378,      -7.642391113,      -3.499395307,     0.00699349816,        0.04362987219,        -0.03663637403
         321,      -7.509744499,      -7.206864979,      -6.240958979,      -5.211575153,      -7.646951106,      -3.497583219,    0.007007900189,        0.04362758879,         -0.0366196886
         322,       -7.50570535,       -7.20993462,      -6.236873168,       -5.20688233,      -7.651426703,      -3.499074207,    0.007022986081,        0.04362552092,        -0.03660253484
         323,      -7.499569065,      -7.214109823,      -6.230206001,      -5.201961646,      -7.656067169,      -3.500659769,    0.007039229606,        0.04362410385,        -0.03658487424
         324,      -7.493832122,       -7.21826735,       -6.22411005,      -5.200209082,       -7.66075111,      -3.500040355,    0.007056862027,        0.04362354195,        -0.03656667992
         325,      -7.487426569,      -7.222866354,      -6.217073826,      -5.196955135,      -7.666005566,      -3.499995105,    0.007075947055,        0.04362393368,        -0.03654798662
         326,      -7.482914959,      -7.226560348,       -6.21244171,      -5.195704597,       -7.67164327,      -3.500001333,    0.007096251243,        0.04362506213,        -0.03652881089
         327,      -7.477896735,      -7.230460206,      -6.207046471,      -5.192667766,      -7.678098217,      -3.500788162,    0.007117586169,        0.04362679562,        -0.03650920945
         328,      -7.474442245,      -7.233861089,      -6.203616835,      -5.191488631,      -7.685187426,      -3.501945444,    0.007139788902,        0.04362900205,        -0.03648921315
         329,      -7.470718572,      -7.237403674,      -6.199688438,      -5.189100342,      -7.693311379,      -3.504089823,    0.007162850253,        0.04363172709,        -0.03646887684
         330,      -7.468885075,      -7.240346355,      -6.198128648,      -5.188936764,      -7.702271741,      -3.506708963,    0.007186706095,        0.04363492893,        -0.03644822284
         331,      -7.467100853,       -7.24271582,      -6.196521665,      -5.188160583,      -7.711824849,       -3.50942034,     0.00721121918,        0.04363844775,        -0.03642722857
         332,      -7.464446091,      -7.245833074,      -6.193886075,      -5.185859548,      -7.721965057,       -3.51285184,    0.007236177389,        0.04364205215,        -0.03640587476
         333,      -7.462006952,      -7.248800097,      -6.191585065,      -5.183625118,      -7.731958858,      -3.513718432,    0.007261317918,         0.0436453918,        -0.03638407388
         334,      -7.457074663,      -7.254128957,       -6.18600136,      -5.177173783,      -7.742530017,      -3.518300936,    0.007286447053,        0.04364827837,        -0.03636183132
         335,      -7.455306312,       -7.25782231,      -6.184408822,        -5.1748262,      -7.752778993,      -3.522392094,    0.007311454251,        0.04365054049,        -0.03633908623
         336,      -7.452234682,      -7.262453082,      -6.180917732,      -5.169316552,      -7.763212267,      -3.528229416,    0.007336306653,        0.04365217581,        -0.03631586915
         337,      -7.452089417,      -7.265940563,      -6.181072004,      -5.167951092,      -7.772812252,      -3.531768164,    0.007360964808,        0.04365313528,        -0.03629217048
         338,      -7.450749665,      -7.270377829,      -6.179404327,      -5.164408121,      -7.782043755,      -3.536833596,    0.007385259605,        0.04365335225,        -0.03626809264
         339,       -7.45274311,      -7.273871186,      -6.181880047,       -5.16590572,      -7.789947162,      -3.540254754,    0.007408867522,        0.04365259167,        -0.03624372415
         340,      -7.454236695,      -7.277273997,       -6.18338701,      -5.166380022,      -7.796487003,      -3.538121807,    0.007431379678,        0.04365058092,        -0.03621920125
         341,      -7.456792925,      -7.280866408,      -6.186259073,      -5.168955502,      -7.801409107,      -3.540081431,    0.007452372533,        0.04364708241,        -0.03619470988
         342,      -7.459922122,      -7.282953952,      -6.189845999,      -5.172623064,      -7.803416678,      -3.545118947,    0.007471409809,        0.04364176329,        -0.03617035348
         343,      -7.458386471,      -7.289945493,      -6.187460447,       -5.17028748,      -7.804384279,      -3.546160681,    0.007488297067,        0.04363475511,        -0.03614645804
         344,      -7.461348379,       -7.29308726,      -6.190994262,      -5.175101449,      -7.802961328,      -3.545409882,    0.007502558977,        0.04362578949,        -0.03612323052
         345,      -7.459712788,      -7.298771703,      -6.188584916,      -5.172514482,      -7.801700592,      -3.546009868,    0.007514149987,        0.04361521513,        -0.03610106514
         346,      -7.462305227,       -7.30040817,      -6.191929727,      -5.176996376,      -7.799511019,       -3.54581406,     0.00752238644,        0.04360262708,        -0.03608024064
         347,      -7.459977562,      -7.303444301,       -6.18907656,      -5.173718113,      -7.799148535,      -3.547801051,    0.007527381651,        0.04358853891,        -0.03606115726
         348,      -7.461527801,      -7.302772556,      -6.191722518,      -5.176677659,      -7.799477071,      -3.550059179,    0.007528339716,          0.043572437,        -0.03604409729
         349,      -7.457773616,      -7.302595107,      -6.187718453,      -5.170964204,      -7.803015076,      -3.554685055,    0.007525755287,        0.04355512731,        -0.03602937202
         350,      -7.457228404,       -7.29966945,      -6.188516627,      -5.169457528,      -7.809292383,      -3.561984553,    0.007519443503,        0.04353664421,         -0.0360172007
         351,      -7.454173742,      -7.293527015,      -6.186322648,      -5.162157085,      -7.817889588,      -3.568514016,    0.007508584637,        0.04351629402,        -0.03600770939
         352,      -7.445516759,      -7.292271014,      -6.177539504,      -5.145839342,      -7.831591487,      -3.581837746,     0.00749505008,        0.04349607276,        -0.03600102268
         353,      -7.442745246,      -7.282674238,      -6.176820776,      -5.136131634,       -7.84693734,      -3.586589373,    0.007475907135,        0.04347308024,        -0.03599717311
         354,      -7.427916818,      -7.282842212,      -6.160526816,      -5.105738878,      -7.869525265,       -3.61584442,    0.007455248661,        0.04345138574,        -0.03599613708
         355,      -7.425305351,      -7.273158986,       -6.16039773,      -5.092335826,      -7.894917924,      -3.628292083,    0.007429698984,        0.04342756377,        -0.03599786479
         356,      -7.411972501,      -7.269920739,      -6.145964636,      -5.059647904,      -7.928212718,      -3.672600483,    0.007403971855,        0.04340612776,        -0.03600215591
