"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[W]"     ,     "rms[k]"     ,     "rms[w]"     ,  "Avg_Massflow"  ,"Avg_Massflow(inlet)","Avg_Massflow(outlet)"
         538,       -7.94327681,       -7.72413924,      -6.634372757,      -5.593235498,       -8.36186912,      -4.077850434,   -0.002485744661,        0.04374009264,         -0.0462258373
         539,      -7.937938077,      -7.721510247,      -6.629320501,      -5.573457243,      -8.393699615,      -4.103139858,   -0.002483275409,        0.04374505462,        -0.04622833003
         540,      -7.933997347,      -7.719598326,      -6.625955958,      -5.554939254,      -8.426709155,      -4.144238044,   -0.002480702951,        0.04374941483,        -0.04623011778
         541,      -7.932374914,      -7.714997534,      -6.625306701,      -5.540228535,      -8.457285389,      -4.176553511,   -0.002477458382,        0.04375381922,         -0.0462312776
         542,      -7.925407983,      -7.713831435,      -6.617453209,      -5.518901376,      -8.481852226,      -4.227134693,   -0.002474518214,        0.04375736479,        -0.04623188301
         543,      -7.926266479,      -7.710656701,      -6.619474305,      -5.512202862,      -8.493203567,      -4.266250726,   -0.002471131971,        0.04376087188,        -0.04623200385
         544,      -7.921105678,      -7.709061219,      -6.613071573,      -5.495926669,      -8.487840911,      -4.326943797,     -0.0024684193,        0.04376329551,        -0.04623171481
         545,      -7.924812903,      -7.706783812,      -6.617846064,       -5.49507339,      -8.464636873,      -4.371200811,   -0.002465795019,        0.04376528328,         -0.0462310783
         546,      -7.923995136,      -7.703916512,      -6.616038497,      -5.487441962,      -8.428484872,      -4.421344778,   -0.002464273337,        0.04376589112,        -0.04623016445
         547,      -7.931545888,      -7.702961188,       -6.62469829,      -5.489591654,      -8.385689064,      -4.442689206,   -0.002463513949,        0.04376551502,        -0.04622902897
         548,      -7.936917132,      -7.699964819,      -6.629686461,      -5.493007664,      -8.341455281,      -4.436387195,   -0.002463774774,        0.04376394748,        -0.04622772225
         549,       -7.94528826,      -7.698967462,      -6.638484299,       -5.50169559,       -8.29894323,      -4.404129228,   -0.002465069755,        0.04376121387,        -0.04622628362
         550,      -7.954406525,      -7.693333639,      -6.648425842,      -5.515647346,      -8.258260224,      -4.328704156,   -0.002466283444,        0.04375843554,        -0.04622471899
         551,      -7.952865048,      -7.691578491,      -6.644514469,      -5.528568077,      -8.220954874,      -4.271793227,   -0.002468629448,        0.04375442664,        -0.04622305609
         552,       -7.96254347,      -7.690710094,      -6.654857836,      -5.553014721,      -8.187936617,        -4.2417719,   -0.002471552086,        0.04374973871,         -0.0462212908
         553,      -7.967427216,       -7.68918483,      -6.658620908,      -5.579164547,       -8.15980898,      -4.211337638,   -0.002475363636,        0.04374406372,        -0.04621942735
         554,      -7.976342272,      -7.688401758,      -6.667298056,      -5.613588105,      -8.137111383,      -4.150494017,    -0.00248006527,        0.04373739495,        -0.04621746022
         555,      -7.987093357,      -7.686374336,       -6.67811465,      -5.654723019,      -8.119103069,      -4.094871102,   -0.002485223574,        0.04373014207,        -0.04621536564
         556,      -7.994120491,      -7.679756258,      -6.685184057,      -5.696058841,      -8.104182398,      -4.108754052,   -0.002490299778,        0.04372280209,        -0.04621310187
         557,      -7.994318145,       -7.67448778,      -6.684674122,      -5.748854377,      -8.091757683,      -4.084107435,   -0.002495052901,        0.04371558051,        -0.04621063341
         558,      -7.994377498,      -7.670396569,      -6.683775805,       -5.74545276,      -8.082370637,       -4.05916276,    -0.00249932302,        0.04370861111,        -0.04620793413
         559,      -7.998823809,      -7.666475623,       -6.68786224,      -5.748513013,      -8.076521517,      -4.038069965,   -0.002502918887,        0.04370206492,        -0.04620498381
         560,      -8.006665375,      -7.660079276,      -6.695610021,       -5.72070193,      -8.073989495,      -4.020728677,   -0.002505681533,        0.04369607819,        -0.04620175973
         561,      -8.015701304,      -7.644990751,      -6.705199935,      -5.646061504,      -8.073243727,      -4.010962192,   -0.002507318107,        0.04369088954,        -0.04619820764
         562,      -8.018195795,      -7.625214958,      -6.708115737,      -5.770978317,      -8.072890457,      -3.974556569,    -0.00250759329,        0.04368668777,        -0.04619428106
         563,      -8.017626758,      -7.604690942,       -6.70725375,      -5.771104866,      -8.072993467,      -3.976166628,   -0.002506376383,        0.04368358851,        -0.04618996489
         564,      -8.022215544,      -7.582348504,      -6.711817382,      -5.774695526,      -8.074286881,       -3.97629726,   -0.002503661502,        0.04368160356,        -0.04618526506
         565,      -8.032490614,      -7.557668553,      -6.722493725,      -5.784500712,      -8.077116531,      -3.951772922,   -0.002499623306,        0.04368057372,        -0.04618019703
         566,       -8.04563514,      -7.527021094,       -6.73649702,      -5.660818689,      -8.080287866,      -3.944460826,   -0.002494373429,        0.04368035169,        -0.04617472512
         567,      -8.052949821,      -7.491598671,      -6.744897004,      -5.752696408,       -8.08232638,      -3.955197565,   -0.002488002626,         0.0436808122,        -0.04616881483
         568,      -8.055187488,      -7.455301652,      -6.747670163,       -5.80144801,      -8.083291427,      -3.947099507,   -0.002480683563,        0.04368179864,         -0.0461624822
         569,       -8.06013911,      -7.419112622,      -6.752824204,      -5.807595937,      -8.084495535,      -3.937686073,   -0.002472708565,        0.04368308084,        -0.04615578941
         570,      -8.072169234,      -7.385056102,      -6.765640443,      -5.815041027,      -8.086610521,      -3.930341039,   -0.002464371175,        0.04368443054,        -0.04614880171
         571,      -8.086891832,      -7.351495409,      -6.781392886,      -5.646450012,      -8.088080252,      -3.925775755,   -0.002455713508,        0.04368578537,        -0.04614149888
         572,      -8.094030033,      -7.317017457,      -6.789828734,      -5.729165379,      -8.087181872,      -3.901194917,   -0.002446805781,        0.04368706054,        -0.04613386632
         573,      -8.094230353,      -7.282718131,      -6.790744952,      -5.878711878,      -8.084538559,      -3.897067521,     -0.0024379273,        0.04368804368,        -0.04612597098
         574,      -8.097574462,      -7.250345653,      -6.794351315,      -5.906864012,      -8.082007355,      -3.898643367,   -0.002429331529,         0.0436885915,        -0.04611792303
         575,      -8.108303283,        -7.2220603,      -6.805722978,      -5.808121765,      -8.080131343,      -3.876998817,   -0.002421049455,         0.0436887535,        -0.04610980296
         576,      -8.120961612,      -7.196271424,      -6.819290561,      -5.662982557,      -8.076331114,      -3.867619031,   -0.002412747991,        0.04368880743,        -0.04610155542
         577,      -8.123145831,      -7.170561328,      -6.822343817,      -5.788181278,      -8.069213524,      -3.869721079,   -0.002404362165,        0.04368880439,        -0.04609316655
         578,      -8.119108032,      -7.145440973,       -6.81831156,      -5.896670945,      -8.060894535,      -3.857543675,    -0.00239608829,        0.04368861139,        -0.04608469968
         579,      -8.121067107,      -7.123301151,      -6.820040443,      -6.035496252,      -8.053870628,      -3.847329136,   -0.002387995417,        0.04368822677,        -0.04607622219
         580,      -8.131942158,      -7.105627201,      -6.830983115,      -5.663539724,      -8.047221571,       -3.83675082,   -0.002379810899,        0.04368786298,        -0.04606767387
         581,      -8.139768082,      -7.089520414,      -6.839242903,      -5.654176221,      -8.037565957,      -3.816395806,   -0.002371145261,        0.04368771037,        -0.04605885563
         582,      -8.134160963,      -7.073018226,      -6.833366686,      -5.839820824,      -8.026222728,      -3.798588924,   -0.002362219353,        0.04368746145,         -0.0460496808
         583,      -8.129947421,      -7.058131671,      -6.828239906,       -5.91814962,      -8.016422317,      -3.800388347,    -0.00235309648,        0.04368697084,        -0.04604006732
         584,      -8.136083348,      -7.047294094,      -6.833771713,      -5.785465717,      -8.008995515,      -3.779714398,   -0.002343455876,        0.04368640314,        -0.04602985902
         585,      -8.147206017,      -7.039258606,      -6.845037725,      -5.644735369,      -8.000662821,       -3.77303572,   -0.002332554507,        0.04368608701,        -0.04601864152
         586,      -8.145616098,       -7.03062403,      -6.843468018,      -5.828106374,      -7.990570923,      -3.770589978,    -0.00232013563,        0.04368590659,        -0.04600604222
         587,       -8.13796823,      -7.022288324,      -6.834463711,      -5.913307945,      -7.982036096,      -3.763407596,   -0.002306264697,        0.04368556899,        -0.04599183369
         588,      -8.141323874,      -7.017313109,      -6.836954538,      -5.833189858,      -7.976499099,      -3.757884479,    -0.00229060534,        0.04368516467,        -0.04597577001
         589,        -8.1535831,      -7.015382691,      -6.849351813,      -5.627170999,      -7.971395063,      -3.751533045,   -0.002272270695,         0.0436849873,        -0.04595725799
         590,      -8.155188142,      -7.012698881,      -6.851384524,      -5.781322642,      -7.965015255,      -3.730784185,   -0.002250743616,        0.04368493742,        -0.04593568104
         591,      -8.146998059,      -7.009461171,       -6.84185597,      -5.903607028,      -7.959929086,      -3.738226572,   -0.002226257022,        0.04368459128,         -0.0459108483
         592,       -8.14996593,      -7.009185653,      -6.843997881,      -5.894701711,      -7.957638332,      -3.733453456,   -0.002198624514,        0.04368399891,        -0.04588262343
         593,      -8.163870194,      -7.011898022,      -6.858359146,      -5.658443938,      -7.956269051,      -3.728694515,   -0.002166845555,         0.0436835327,        -0.04585037825
         594,      -8.168694184,      -7.013769109,      -6.864041688,      -5.818066676,        -7.9539984,      -3.733104314,   -0.002130163307,        0.04368327486,        -0.04581343816
         595,      -8.163281638,      -7.014951312,      -6.857516505,      -5.942876289,      -7.952802324,      -3.731989944,   -0.002089001057,        0.04368292944,         -0.0457719305
         596,      -8.169940019,      -7.019208568,      -6.863624761,      -5.898636909,      -7.954142232,      -3.732282776,   -0.002043554733,        0.04368250945,        -0.04572606418
         597,      -8.188416765,      -7.026435829,        -6.8828986,      -5.680152028,      -7.956455785,      -3.731877577,   -0.001993047917,        0.04368224518,         -0.0456752931
         598,      -8.198504752,      -7.032990353,      -6.894223741,      -5.853782936,      -7.958074616,      -3.722074423,   -0.001937035707,        0.04368208123,        -0.04561911694
         599,      -8.198872669,      -7.039272025,      -6.893811785,      -5.983226349,      -7.960953251,      -3.729751073,   -0.001876592448,        0.04368161785,         -0.0455582103
         600,       -8.21265732,      -7.048941733,      -6.907424072,      -5.921577926,      -7.966437693,       -3.72723191,   -0.001812339131,          0.043680863,        -0.04549320213
         601,      -8.238530102,      -7.061465578,      -6.934525588,      -5.735182585,      -7.972919739,      -3.730253747,   -0.001743556213,        0.04368013567,        -0.04542369188
         602,      -8.255799513,      -7.073696683,      -6.953518909,      -5.947625409,      -7.978963276,      -3.733285918,    -0.00167000186,        0.04367955203,        -0.04534955389
         603,      -8.264477357,      -7.086580889,      -6.961777296,      -6.067802534,      -7.986824802,      -3.734894683,   -0.001593206601,        0.04367890609,        -0.04527211269
         604,      -8.289072187,      -7.102956821,       -6.98675278,      -5.914508079,      -7.997426312,       -3.73751291,   -0.001514043163,        0.04367822767,        -0.04519227083
         605,      -8.324323833,      -7.121449124,      -7.023878099,      -5.797051724,      -8.008733707,      -3.737860784,   -0.001432015257,        0.04367767452,        -0.04510968978
         606,      -8.347983122,      -7.140125435,      -7.049920388,      -6.013780256,      -8.019859674,      -3.735431095,   -0.001347677062,         0.0436771662,        -0.04502484326
         607,      -8.364064334,      -7.160328573,      -7.065976469,      -6.178588642,      -8.033500086,      -3.743560874,   -0.001263159678,        0.04367645995,        -0.04493961963
         608,      -8.397706966,      -7.182671122,       -7.10061008,      -5.934861502,      -8.049511693,      -3.742760267,   -0.001179044549,        0.04367572309,        -0.04485476764
         609,      -8.433085719,      -7.205320131,      -7.138189795,      -5.917663969,      -8.065803437,      -3.749509531,   -0.001094978349,         0.0436752184,        -0.04477019675
         610,       -8.44971521,      -7.228200649,      -7.156860222,      -6.127420669,      -8.082504677,      -3.754662475,   -0.001012123241,        0.04367494197,        -0.04468706522
         611,      -8.458848703,      -7.251224444,       -7.16484125,      -6.294319957,      -8.102242048,      -3.763024659,  -0.0009325255389,        0.04367469688,        -0.04460722242
         612,      -8.481068407,      -7.273108292,       -7.18668707,      -5.974441655,      -8.123522219,      -3.770108901,  -0.0008564218148,        0.04367454324,        -0.04453096505
         613,      -8.491833947,      -7.293431935,      -7.197235231,      -6.022225082,       -8.14470547,      -3.775999752,  -0.0007838811209,        0.04367449593,        -0.04445837705
         614,      -8.485119535,      -7.311982576,      -7.189766281,      -6.230199283,       -8.16621483,      -3.783930154,  -0.0007158198608,        0.04367444717,        -0.04439026703
         615,      -8.476973334,      -7.327863124,       -7.17886377,       -6.34278152,      -8.189739782,      -3.796917673,  -0.0006531958606,        0.04367434962,        -0.04432754548
         616,      -8.480558263,      -7.342564235,      -7.180918191,       -6.09727371,      -8.213954091,      -3.805978228,  -0.0005958138579,        0.04367435427,        -0.04427016813
         617,      -8.482038817,      -7.355548818,      -7.181593057,      -6.072343979,      -8.236681423,       -3.81478922,  -0.0005430175322,        0.04367457166,        -0.04421758919
         618,      -8.474625466,      -7.365409006,      -7.173482083,      -6.283158275,      -8.257591033,      -3.823477833,   -0.000494766293,        0.04367492169,        -0.04416968798
         619,      -8.467305635,      -7.372897674,      -7.164557557,      -6.367328458,      -8.277842226,      -3.833711176,  -0.0004512181914,        0.04367524228,        -0.04412646047
         620,      -8.470022916,      -7.380911997,      -7.166520773,      -6.354451258,      -8.297353627,      -3.843762983,  -0.0004121369054,        0.04367548575,        -0.04408762265
         621,      -8.478028572,      -7.389104798,      -7.174162488,      -6.096467155,      -8.315014225,      -3.851586115,  -0.0003768802292,        0.04367569661,        -0.04405257684
         622,       -8.48419036,      -7.395686201,      -7.180557841,      -6.132656913,      -8.329181136,      -3.857095676,  -0.0003446435595,        0.04367596796,        -0.04402061151
         623,      -8.483796437,      -7.399462681,      -7.179960947,      -6.333666586,      -8.340714244,      -3.863382217,  -0.0003150217047,        0.04367628809,         -0.0439913098
         624,      -8.485463606,      -7.402815527,      -7.181246482,      -6.395796985,      -8.350934481,      -3.871273266,   -0.000287641566,        0.04367661922,        -0.04396426079
         625,        -8.4929441,      -7.407372693,      -7.188899538,      -6.392193665,      -8.360662344,      -3.878801171,  -0.0002621429395,        0.04367691049,        -0.04393905343
         626,      -8.503444497,      -7.412474787,      -7.199817971,      -6.145365525,      -8.369465753,      -3.885306584,  -0.0002380502883,        0.04367712966,        -0.04391517995
         627,      -8.511219182,      -7.416528382,      -7.208555973,      -6.163266392,      -8.375931763,      -3.889734536,  -0.0002147777108,        0.04367730706,        -0.04389208477
         628,      -8.511236588,      -7.418197463,      -7.209165362,      -6.356073944,      -8.380784845,      -3.895317786,  -0.0001919898267,        0.04367744467,        -0.04386943449
         629,      -8.510334796,      -7.419400392,      -7.208253444,      -6.365789914,      -8.385867695,      -3.902429399,  -0.0001695027468,        0.04367754997,        -0.04384705272
         630,       -8.51552355,      -7.422600582,      -7.214053709,      -6.368904088,      -8.391756697,        -3.9098437,  -0.0001471721048,        0.04367765714,        -0.04382482924
         631,      -8.523678355,      -7.427012892,      -7.222939006,       -6.15545745,      -8.397657678,      -3.915794426,  -0.0001248530089,        0.04367776085,        -0.04380261385
         632,       -8.52935849,      -7.430881183,      -7.229739031,      -6.169724063,      -8.401600825,      -3.919746291,  -0.0001023359987,        0.04367783882,        -0.04378017482
         633,      -8.527478216,      -7.432531338,      -7.228355968,      -6.376138328,      -8.404277493,      -3.924945272,  -7.972038185e-05,        0.04367777769,        -0.04375749807
         634,      -8.525841216,      -7.434256185,      -7.226636497,      -6.382004183,      -8.407290117,      -3.931634676,  -5.716894629e-05,        0.04367752936,         -0.0437346983
         635,      -8.530408308,      -7.438407375,      -7.231667893,      -6.392756388,       -8.41117088,      -3.938464855,  -3.475112205e-05,        0.04367717132,        -0.04371192244
         636,      -8.538562624,      -7.444256539,      -7.240454718,      -6.198912076,      -8.415180073,      -3.944428223,  -1.242154659e-05,        0.04367680826,        -0.04368922981
         637,      -8.545146809,      -7.449857339,       -7.24796824,      -6.197252103,      -8.417270387,      -3.948131976,   9.986172325e-06,        0.04367651601,        -0.04366652984
         638,      -8.544407871,      -7.453003457,      -7.247441337,      -6.398002951,      -8.418187967,      -3.953169164,   3.231224551e-05,        0.04367620478,        -0.04364389254
         639,      -8.543321376,      -7.456016124,       -7.24600987,      -6.439411723,      -8.419795665,      -3.959809936,   5.425162513e-05,        0.04367573058,        -0.04362147896
         640,      -8.548327973,      -7.461705085,      -7.251397343,      -6.463345151,      -8.422616407,      -3.966798964,   7.560899615e-05,        0.04367504196,        -0.04359943297
         641,      -8.556657217,      -7.469251019,      -7.260302067,      -6.224748213,      -8.426103639,      -3.972848922,   9.637519197e-05,         0.0436741796,        -0.04357780441
         642,      -8.563818413,      -7.476714809,      -7.268264087,      -6.202430701,      -8.428138371,      -3.976899459,    0.000116806619,        0.04367327566,        -0.04355646904
         643,      -8.563488258,      -7.481332527,      -7.267943216,      -6.397919676,      -8.429460635,      -3.982425122,   0.0001369907621,        0.04367243417,        -0.04353544341
         644,      -8.562315338,      -7.485572331,      -7.266342478,      -6.484434456,      -8.431754487,      -3.989548365,   0.0001569019351,        0.04367172216,        -0.04351482023
         645,      -8.566705037,      -7.492433766,      -7.271124277,      -6.634289488,      -8.435480844,      -3.997579567,   0.0001764521451,        0.04367113555,         -0.0434946834
         646,      -8.575082482,      -7.501491796,      -7.280327611,      -6.294472238,      -8.440221174,      -4.004959673,   0.0001955174581,        0.04367057554,        -0.04347505808
         647,      -8.583928457,      -7.510932942,      -7.290302242,       -6.22553262,      -8.443737832,      -4.010030137,   0.0002141417235,        0.04366994031,        -0.04345579859
         648,       -8.58619707,      -7.517311419,      -7.292886285,      -6.373486062,      -8.446116651,      -4.015896946,   0.0002322977379,        0.04366916008,        -0.04343686235
         649,      -8.586747771,      -7.522615496,       -7.29317744,      -6.479665348,      -8.448662867,      -4.023444042,   0.0002499988771,        0.04366829195,        -0.04341829307
         650,      -8.592052444,      -7.529993992,       -7.29886773,      -6.570018586,      -8.451861253,      -4.031407357,   0.0002673627514,        0.04366750168,        -0.04340013893
         651,       -8.60217474,      -7.539728992,      -7.310010295,      -6.419860226,      -8.455623253,      -4.039090125,   0.0002844916274,        0.04366693531,        -0.04338244368
         652,      -8.614656545,      -7.550431236,      -7.323822448,      -6.254821802,      -8.458250932,      -4.044472002,    0.000301530954,        0.04366664852,        -0.04336511757
         653,       -8.62303824,       -7.55880836,      -7.333069564,      -6.316486175,      -8.458748115,      -4.048840323,   0.0003185223921,        0.04366659382,        -0.04334807143
         654,      -8.627154204,      -7.564820045,      -7.337187816,      -6.535029332,       -8.45802728,      -4.054445454,   0.0003353187431,        0.04366664136,        -0.04333132262
         655,      -8.633083783,      -7.571513915,      -7.343198954,         -6.596065,       -8.45718201,      -4.060673754,   0.0003517259996,        0.04366664537,        -0.04331491937
         656,      -8.644183412,      -7.580793113,      -7.355313293,      -6.687733663,      -8.456355709,      -4.066594362,   0.0003676101329,        0.04366652012,        -0.04329890999
         657,      -8.657564877,       -7.59123732,      -7.369798345,      -6.351731559,      -8.455319339,      -4.071368346,   0.0003829621619,        0.04366627204,        -0.04328330988
         658,      -8.670558865,      -7.601428682,      -7.384024331,      -6.294978416,      -8.452297414,      -4.073604545,   0.0003979713683,        0.04366599752,        -0.04326802615
         659,      -8.676486921,      -7.608508654,      -7.390031087,      -6.429499075,      -8.447429389,      -4.076139088,   0.0004127858915,        0.04366582834,        -0.04325304245
         660,       -8.67935423,      -7.614779715,      -7.392281678,      -6.521530307,      -8.442312991,      -4.080198326,   0.0004274424877,        0.04366585803,        -0.04323841554
         661,      -8.685584526,      -7.623396163,      -7.398748576,      -6.574820652,       -8.43733826,      -4.084336962,   0.0004418844887,        0.04366607397,        -0.04322418948
         662,      -8.693239985,      -7.633475393,      -7.406841398,      -6.583315094,      -8.433169914,      -4.088870544,   0.0004559092862,        0.04366634851,        -0.04321043922
         663,      -8.701924652,      -7.644653486,      -7.416217019,      -6.364461613,      -8.429188511,      -4.092296994,   0.0004693617972,        0.04366653085,        -0.04319716906
         664,      -8.706494162,      -7.654698596,       -7.42115778,      -6.354040176,       -8.42409607,      -4.093860751,   0.0004822248873,        0.04366653608,        -0.04318431119
         665,      -8.703440768,      -7.662837849,      -7.417499083,      -6.516023415,      -8.418418941,      -4.096572175,   0.0004945115363,        0.04366638054,          -0.043171869
         666,      -8.697211268,      -7.671278446,      -7.410339844,      -6.498380616,      -8.413576227,      -4.101340834,   0.0005062900941,        0.04366617853,        -0.04315988844
         667,      -8.693140276,      -7.681727707,      -7.406180316,      -6.485368104,      -8.409853507,      -4.106678755,   0.0005176604218,         0.0436660557,        -0.04314839528
         668,      -8.689492201,      -7.692984437,      -7.402575144,      -6.476963311,      -8.407982022,       -4.11331859,   0.0005286023971,        0.04366604211,        -0.04313743972
         669,      -8.686739146,      -7.704654763,      -7.400213832,      -6.364330723,      -8.406739348,      -4.118080401,   0.0005391132992,        0.04366607476,        -0.04312696146
         670,      -8.678935438,      -7.714688613,      -7.392462659,      -6.383623736,      -8.405159326,      -4.121790008,   0.0005491670018,        0.04366605058,        -0.04311688358
         671,      -8.664931238,      -7.723526264,      -7.377931478,      -6.434544278,      -8.403920566,      -4.127241065,   0.0005587195323,        0.04366590044,         -0.0431071809
         672,      -8.650949381,      -7.732736252,      -7.363533597,      -6.398062184,      -8.403575572,      -4.133774867,   0.0005678275401,        0.04366565654,          -0.043097829
         673,      -8.639833138,      -7.742421772,      -7.352492321,      -6.371228882,      -8.404375817,      -4.140788771,   0.0005766102273,        0.04366541803,         -0.0430888078
         674,      -8.631011333,      -7.752081706,       -7.34393835,      -6.353871957,      -8.406670474,      -4.148376172,   0.0005851588322,        0.04366526373,        -0.04308010489
         675,      -8.624602605,      -7.761339289,      -7.338062577,      -6.345980124,      -8.409818297,      -4.155020519,   0.0005935315583,        0.04366519826,         -0.0430716667
         676,      -8.616780699,      -7.769492697,      -7.330670809,      -6.340407624,      -8.412726761,       -4.16002088,   0.0006017528916,        0.04366515701,        -0.04306340412
         677,       -8.60439364,      -7.776770029,      -7.318008562,       -6.33235722,      -8.415522368,      -4.165238438,   0.0006097947178,        0.04366505353,        -0.04305525882
         678,      -8.591848349,      -7.783932881,       -7.30502967,      -6.326899473,      -8.418622688,      -4.171026243,   0.0006176588158,        0.04366485025,        -0.04304719143
         679,      -8.582053296,      -7.791101723,      -7.295139787,      -6.300958527,      -8.422214091,      -4.176942486,   0.0006254186362,        0.04366458889,        -0.04303917026
         680,      -8.574367177,      -7.798204384,      -7.287532976,      -6.279383079,      -8.426569087,        -4.1830918,    0.000633179146,        0.04366435771,        -0.04303117857
         681,      -8.568640111,       -7.80526884,      -7.282010616,      -6.263713612,      -8.431879187,      -4.189468036,   0.0006410208519,        0.04366422705,         -0.0430232062
         682,      -8.564709415,      -7.812259146,       -7.27844748,      -6.253494629,       -8.43781043,      -4.195277579,   0.0006489789205,        0.04366420256,        -0.04301522364
         683,      -8.560193727,      -7.819062094,      -7.274271306,      -6.245805732,      -8.443722212,      -4.200101047,   0.0006570458495,        0.04366422782,        -0.04300718198
         684,      -8.552736748,       -7.82585115,      -7.266677889,      -6.238185894,      -8.449516838,      -4.204715518,   0.0006651804231,        0.04366422598,        -0.04299904556
         685,      -8.544246183,      -7.832834303,      -7.257759551,      -6.233100304,      -8.455549017,      -4.209685914,   0.0006733518261,        0.04366415229,        -0.04299080046
         686,      -8.537594076,      -7.840075979,      -7.250988206,      -6.232116689,      -8.461951058,      -4.214841064,   0.0006815825212,        0.04366402231,        -0.04298243979
         687,      -8.532203546,      -7.847613551,       -7.24562151,      -6.231728049,      -8.468898142,      -4.220188043,   0.0006899306958,        0.04366389748,        -0.04297396679
         688,      -8.527823833,      -7.855533367,      -7.241363387,      -6.232073669,      -8.476583699,      -4.225888441,    0.000698444597,        0.04366383976,        -0.04296539517
         689,      -8.524644202,      -7.863866372,       -7.23842143,      -6.233559331,      -8.485161772,      -4.231998808,   0.0007071249564,        0.04366386969,        -0.04295674473
         690,      -8.522810105,      -7.872591982,      -7.237027606,      -6.236068044,      -8.494430711,      -4.238058795,   0.0007159311698,        0.04366395539,        -0.04294802422
         691,       -8.52080765,       -7.88155912,       -7.23545685,      -6.237775571,      -8.503940551,      -4.243631512,   0.0007248108175,        0.04366403693,        -0.04293922611
         692,      -8.517030367,      -7.890799424,      -7.231785473,      -6.236545084,       -8.51347645,      -4.248965283,   0.0007337186007,        0.04366406371,        -0.04293034511
         693,      -8.512238926,      -7.900434303,      -7.226851986,      -6.233814432,      -8.523115648,      -4.254490142,   0.0007426308793,        0.04366402024,        -0.04292138937
         694,      -8.508098553,      -7.910513506,      -7.222641507,      -6.231163088,      -8.532949959,      -4.260288893,   0.0007515501583,         0.0436639261,        -0.04291237594
         695,      -8.505024685,      -7.921080587,      -7.219650028,      -6.229244056,       -8.54299422,      -4.266280137,   0.0007604858912,        0.04366381281,        -0.04290332692
         696,      -8.502595704,      -7.932127948,      -7.217338293,      -6.227707287,      -8.553308127,      -4.272488101,   0.0007694255651,        0.04366369692,        -0.04289427135
         697,      -8.500944466,      -7.943638606,      -7.215873362,      -6.227120878,      -8.563923964,      -4.278973812,   0.0007783222859,        0.04366356631,        -0.04288524402
         698,      -8.500153857,      -7.955574484,      -7.215350057,      -6.227728854,      -8.574865217,      -4.285755207,   0.0007871047025,        0.04366338771,          -0.042876283
         699,      -8.500343567,      -7.967865705,      -7.215952426,      -6.229444983,       -8.58599395,      -4.292648184,   0.0007957033295,        0.04366312516,        -0.04286742183
         700,      -8.500804096,      -7.980309924,      -7.216871744,      -6.231396015,      -8.596951157,      -4.299253534,   0.0008040739201,        0.04366275466,        -0.04285868074
         701,      -8.500234895,      -7.992837626,       -7.21657121,      -6.231946042,      -8.607444122,      -4.305552696,    0.000812194561,           0.04366227,        -0.04285007543
         702,      -8.498420173,       -8.00551814,      -7.214777191,      -6.231102438,      -8.617408853,       -4.31182637,   0.0008200513406,        0.04366167803,        -0.04284162669
         703,       -8.49612299,      -8.018307638,      -7.212405732,      -6.230022881,      -8.626987089,      -4.318297145,   0.0008276263315,        0.04366098842,        -0.04283336209
         704,      -8.494205248,      -8.031096549,      -7.210553018,      -6.229535586,      -8.636237689,      -4.324957673,   0.0008348896393,        0.04366020014,         -0.0428253105
         705,        -8.4922033,      -8.043738923,      -7.208644799,      -6.228864192,      -8.645331947,      -4.331870956,   0.0008418031654,        0.04365930593,        -0.04281750277
         706,      -8.490125623,      -8.056124537,      -7.206740608,      -6.228083337,      -8.654403871,      -4.339075407,   0.0008483288071,        0.04365829732,        -0.04280996851
         707,      -8.487669777,      -8.068118677,      -7.204483193,      -6.226821067,      -8.663716047,      -4.346771854,   0.0008544400801,        0.04365717761,        -0.04280273753
         708,       -8.48510169,       -8.07965337,      -7.202245353,      -6.225166158,      -8.673492062,      -4.355076841,     0.00086012348,        0.04365595939,        -0.04279583591
         709,      -8.482261398,      -8.090578931,      -7.199823643,      -6.222614553,      -8.684007298,      -4.364092181,   0.0008653776624,        0.04365466242,        -0.04278928476
         710,      -8.479209978,      -8.100744411,      -7.197337754,      -6.218772505,      -8.695404524,      -4.373784133,   0.0008702013002,        0.04365329819,        -0.04278309689
         711,      -8.475389891,      -8.109901644,      -7.194110214,      -6.212553783,      -8.707674721,      -4.383997221,   0.0008745848364,        0.04365185904,         -0.0427772742
         712,      -8.469960016,      -8.118152234,      -7.189093715,      -6.202771653,      -8.720951668,      -4.394956271,   0.0008785257855,        0.04365034053,        -0.04277181475
         713,      -8.463307009,      -8.125647547,      -7.182735712,      -6.189799336,      -8.735374026,      -4.406870687,   0.0008820310411,        0.04364874441,        -0.04276671337
         714,      -8.455782319,      -8.132440272,      -7.175382217,      -6.173693159,      -8.751280407,      -4.420218651,   0.0008851358594,        0.04364710251,        -0.04276196665
         715,      -8.448550566,      -8.138456546,      -7.168464666,      -6.156241144,      -8.768703127,      -4.434985735,   0.0008878730192,        0.04364543948,        -0.04275756646
         716,      -8.441210715,      -8.143698269,      -7.161378679,      -6.137248871,      -8.787779168,      -4.451469678,   0.0008902956735,        0.04364379974,        -0.04275350407
         717,      -8.434543567,      -8.148280812,      -7.155090435,      -6.118377373,       -8.80825525,      -4.469611685,   0.0008924415469,        0.04364220758,        -0.04274976604
