"Eddy_Viscosity","Omega","Points:0","Points:1","Points:2","Pressure","Turb_Kin_Energy","Velocity:0","Velocity:1","Velocity:2"
0.0027061072,176.61441,-0.0058119697,0.025738724,-0.104,23.305943,0.40332279,0.023233162,0.0027608115,9.6694479
0.0026920959,178.81319,-0.0074725328,0.025738724,-0.104,23.321812,0.40622976,0.022845313,0.0029494164,9.6448317
0.0026735333,181.62172,-0.0091330959,0.025738724,-0.104,23.337452,0.40976512,0.022404872,0.003120905,9.6150646
0.0026498998,185.0831,-0.010793658,0.025738724,-0.104,23.352818,0.41388324,0.021914419,0.0032749658,9.5801325
0.0026206083,189.25565,-0.012454221,0.025738724,-0.104,23.367867,0.41853577,0.021376273,0.003411477,9.5399942
0.0025850171,194.21658,-0.014114784,0.025738724,-0.104,23.382557,0.42367357,0.020792484,0.0035304583,9.4945765
0.0025424422,200.06711,-0.015775347,0.025738724,-0.104,23.396852,0.42924815,0.020164855,0.0036320253,9.4437561
0.0024921712,206.9389,-0.01743591,0.025738724,-0.104,23.410717,0.43521276,0.019494992,0.0037163568,9.3873491
0.0024334742,215.00308,-0.019096473,0.025738724,-0.104,23.424116,0.44152275,0.018784378,0.0037836905,9.3250971
0.0023656134,224.48277,-0.020757036,0.025738724,-0.104,23.437014,0.44813454,0.018034592,0.0038343994,9.2566385
0.0022878484,235.66986,-0.022417597,0.025738724,-0.104,23.449389,0.45500159,0.017247438,0.0038688895,9.1814795
0.0021993648,248.95444,-0.024078161,0.025738724,-0.104,23.461203,0.46206045,0.016426468,0.0038897176,9.0989275
0.0019463861,291.63028,-0.026896337,0.026896337,-0.104,23.477785,0.4790085,0.014662008,0.0040994883,8.8714161
0.0017931258,322.61508,-0.027938189,0.027938189,-0.104,23.481821,0.48817673,0.013874859,0.0043198387,8.7350626
0.0016431581,358.11838,-0.028875856,0.028875856,-0.104,23.4851,0.49657816,0.013198192,0.0045442213,8.5986242
0.0014985179,398.74957,-0.029719755,0.029719755,-0.104,23.487719,0.50424755,0.01262366,0.004780652,8.4618053
